id,pchembl_value,canonical_smiles,target_organism,source
CHEMBL1725279,6.755,Oc1c2ccccc2c2c3c(cccc13)N=N2,Homo sapiens,chembl
CHEMBL1738757,7.14,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3cc(C(C)(C)C)nn3-c3ccc4ncccc4c3)c(F)c2)ccn1,Homo sapiens,chembl
CHEMBL1761554,7.05,Cn1cc(-c2ccc3cnc(Nc4ccc(-n5cnc(N6CCOCC6)n5)cc4)nc3c2)cn1,Homo sapiens,chembl
CHEMBL1761555,7.3,c1cc(-n2cnc(N3CCOCC3)n2)ccc1Nc1ncc2ccc(-c3cn[nH]c3)cc2n1,Homo sapiens,chembl
CHEMBL1761556,6.16,c1cc(-n2cnc(N3CCOCC3)n2)ccc1Nc1ncc2ccc(-c3cnoc3)cc2n1,Homo sapiens,chembl
CHEMBL1761557,5.36,c1cc(-n2cnc(N3CCOCC3)n2)ccc1Nc1ncc2ccc(N3CCOCC3)cc2n1,Homo sapiens,chembl
CHEMBL1761558,6.68,c1cncc(-c2ccc3cnc(Nc4ccc(-n5cnc(N6CCOCC6)n5)cc4)nc3c2)c1,Homo sapiens,chembl
CHEMBL1761559,6.14,Cc1ccc(-c2ccc3cnc(Nc4ccc(-n5cnc(N6CCOCC6)n5)cc4)nc3c2)cn1,Homo sapiens,chembl
CHEMBL1761561,7.3,Cc1ccc(-c2ncn(-c3ccc(Nc4ncc5ccc(-c6cn[nH]c6)cc5n4)cc3)n2)cn1,Homo sapiens,chembl
CHEMBL1761562,7.22,Cn1cc(-c2ccc3cnc(Nc4ccc(-n5cnc(-c6ccccn6)n5)cc4)nc3c2)cn1,Homo sapiens,chembl
CHEMBL1761563,7.52,Cc1ccc(-c2cccc3cnc(Nc4ccc(-n5cnc(N6CCOCC6)n5)cc4)nc23)cn1,Homo sapiens,chembl
CHEMBL1761564,7.7,Cn1cc(-c2cccc3cnc(Nc4ccc(-n5cnc(N6CCOCC6)n5)cc4)nc23)cn1,Homo sapiens,chembl
CHEMBL1761565,7.16,COc1ccc(-c2cccc3cnc(Nc4ccc(-n5cnc(N6CCOCC6)n5)cc4)nc23)cc1F,Homo sapiens,chembl
CHEMBL1761566,8.15,c1cc(-c2nccs2)c2nc(Nc3ccc(-n4cnc(N5CCOCC5)n4)cc3)ncc2c1,Homo sapiens,chembl
CHEMBL1761567,7.22,c1ccc(-c2cccc3cnc(Nc4ccc(-n5cnc(N6CCOCC6)n5)cc4)nc23)cc1,Homo sapiens,chembl
CHEMBL1761568,7.1,COc1ccc(-c2cccc3cnc(Nc4ccc(-n5cnc(C)n5)cc4)nc23)cc1F,Homo sapiens,chembl
CHEMBL1761569,7.7,Cc1ncn(-c2ccc(Nc3ncc4cccc(-c5nccs5)c4n3)cc2)n1,Homo sapiens,chembl
CHEMBL1761570,7.05,COc1ccc(-c2cccc3cnc(Nc4ccc(-n5cnc(-c6ccccn6)n5)cc4)nc23)cc1F,Homo sapiens,chembl
CHEMBL1761571,7.52,Cc1ccc(-c2cccc3cnc(Nc4ccc(-n5cnc(C)n5)cc4)nc23)cn1,Homo sapiens,chembl
CHEMBL1761572,7.22,Cc1ccc(-c2cccc3cnc(Nc4ccc5c(c4)OCO5)nc23)cn1,Homo sapiens,chembl
CHEMBL1761573,6.77,Cc1ccc(-c2cccc3cnc(Nc4ccc(F)cc4)nc23)cn1,Homo sapiens,chembl
CHEMBL1761574,7.05,Cc1ccc(-c2cccc3cnc(Nc4ccc(C(=O)N5CCOCC5)cc4)nc23)cn1,Homo sapiens,chembl
CHEMBL1761575,7.3,Cc1ccc(-c2cccc3cnc(NC4CCC(O)CC4)nc23)cn1,Homo sapiens,chembl
CHEMBL1761576,7.52,Cc1ccc(-c2cccc3cnc(N[C@H]4CC[C@@H](C(=O)N5CCCC5)CC4)nc23)cn1,Homo sapiens,chembl
CHEMBL1761577,7.4,Cn1cc(-c2ccc3cnc(Nc4ccc(-n5cnc(N6CCOCC6)n5)cc4)nc3c2Cl)cn1,Homo sapiens,chembl
CHEMBL1761578,7.2,CC(C)n1cc(-c2ccc3cnc(Nc4ccc(-n5cnc(N6CCOCC6)n5)cc4)nc3c2Cl)cn1,Homo sapiens,chembl
CHEMBL1761579,8.0,Cc1c(-c2cnn(C)c2)ccc2cnc(Nc3ccc(-n4cnc(N5CCOCC5)n4)cc3)nc12,Homo sapiens,chembl
CHEMBL1761580,6.72,Cn1cc(-c2ccc3cnc(Nc4ccc(-n5cnc(N6CCOCC6)n5)cc4)nc3c2C(F)(F)F)cn1,Homo sapiens,chembl
CHEMBL1761581,7.7,Cn1cc(-c2ccc3cnc(Nc4ccc(-n5cnc(N6CCOCC6)n5)cc4)nc3c2C2CC2)cn1,Homo sapiens,chembl
CHEMBL1761582,8.05,Cn1cc(-c2ccc3cnc(Nc4ccc(-n5cnc(N6CCOCC6)n5)cc4)nc3c2-c2cnn(C)c2)cn1,Homo sapiens,chembl
CHEMBL1761583,8.0,Cn1cc(-c2ccc3cnc(Nc4ccc(-n5cnc(N6CCOCC6)n5)cc4)nc3c2-c2ccccc2)cn1,Homo sapiens,chembl
CHEMBL1761584,8.4,COc1c(-c2cnn(C)c2)ccc2cnc(Nc3ccc(-n4cnc(N5CCOCC5)n4)cc3)nc12,Homo sapiens,chembl
CHEMBL1771656,6.2,Cc1ncn(-c2ccc(Nc3nccc(-c4cc[nH]n4)n3)cc2)n1,Homo sapiens,chembl
CHEMBL1771657,5.84,Cc1ncn(-c2ccc(Nc3nccc(-c4ccn(C)n4)n3)cc2)n1,Homo sapiens,chembl
CHEMBL1771658,6.07,Cc1ncn(-c2ccc(Nc3ncc(Cl)c(-c4ccn(C)n4)n3)cc2)n1,Homo sapiens,chembl
CHEMBL1771659,6.14,Cn1ccc(-c2nc(Nc3ccc(-n4cnc(N5CCOCC5)n4)cc3)ncc2Cl)n1,Homo sapiens,chembl
CHEMBL1771660,6.8,c1cc(-c2cc[nH]n2)cc(Nc2ccc(N3CCOCC3)cc2)n1,Homo sapiens,chembl
CHEMBL1771661,7.16,Clc1cnc(Nc2ccc(N3CCOCC3)cc2)cc1-c1cc[nH]n1,Homo sapiens,chembl
CHEMBL1771662,6.89,Cn1ccc(-c2cc(Nc3ccc(N4CCOCC4)cc3)ncc2Cl)n1,Homo sapiens,chembl
CHEMBL1771663,6.8,Cc1nc(C)n(-c2ccc(Nc3cc(-c4ccn(C)n4)c(Cl)cn3)cc2)n1,Homo sapiens,chembl
CHEMBL1771664,6.7,Cn1ccc(-c2cc(Nc3ccc(-n4cnc(N5CCOCC5)n4)cc3)ncc2Cl)n1,Homo sapiens,chembl
CHEMBL1771665,6.22,Cc1ccc(-c2ncn(-c3ccc(Nc4cc(-c5ccn(C)n5)c(Cl)cn4)cc3)n2)cn1,Homo sapiens,chembl
CHEMBL1771666,6.8,Cn1ccc(-c2cc(Nc3ccc(N4CCOCC4)cc3)ncc2F)n1,Homo sapiens,chembl
CHEMBL1771667,6.47,Cc1nc(C)n(-c2ccc(Nc3cc(-c4ccn(C)n4)c(F)cn3)cc2)n1,Homo sapiens,chembl
CHEMBL1771668,6.7,Cc1ccc(-c2ncn(-c3ccc(Nc4cc(-c5ccn(C)n5)c(F)cn4)cc3)n2)cn1,Homo sapiens,chembl
CHEMBL1771669,6.32,Cn1ccc(-c2cc(Nc3ccc(-n4cnc(-c5ccccn5)n4)cc3)ncc2F)n1,Homo sapiens,chembl
CHEMBL1771709,6.8,Cn1ccc(-c2cc(Nc3ccc(-n4cnc(N5CCOCC5)n4)cc3)ncc2F)n1,Homo sapiens,chembl
CHEMBL1771710,6.12,Cc1cnc(Nc2ccc(-n3cnc(N4CCOCC4)n3)cc2)cc1-c1ccn(C)n1,Homo sapiens,chembl
CHEMBL1771711,7.0,Fc1cnc(Nc2ccc(N3CCOCC3)cc2)cc1-c1ccn(Cc2ccccc2)n1,Homo sapiens,chembl
CHEMBL1771712,6.77,Fc1cnc(Nc2ccc(N3CCOCC3)cc2)cc1-c1ccn(CCc2ccccc2)n1,Homo sapiens,chembl
CHEMBL1771713,6.5,Fc1cnc(Nc2ccc(N3CCOCC3)cc2)cc1-c1ccn(CCN2CCOCC2)n1,Homo sapiens,chembl
CHEMBL1771714,6.19,COc1cccc(-n2ccc(-c3ccnc(Nc4ccc(-n5nc(C)nc5C)cc4)c3)n2)c1,Homo sapiens,chembl
CHEMBL1771715,6.62,Cc1nc(C)n(-c2ccc(Nc3cc(-c4ccn(-c5cccc(C#N)c5)n4)ccn3)cc2)n1,Homo sapiens,chembl
CHEMBL1771716,5.88,CSc1ccc(-n2ccc(-c3ccnc(Nc4ccc(-n5nc(C)nc5C)cc4)c3)n2)cc1,Homo sapiens,chembl
CHEMBL1771717,6.47,Cc1nc(C)n(-c2ccc(Nc3cc(-c4ccn(-c5ccccn5)n4)ccn3)cc2)n1,Homo sapiens,chembl
CHEMBL1771718,8.15,Cc1nc(C)n(-c2ccc(Nc3cc(-c4nn(C)cc4-c4ccc(F)cc4)ccn3)cc2)n1,Homo sapiens,chembl
CHEMBL1771719,6.96,Cc1nc(C)n(-c2ccc(Nc3cc(-c4nn(C)cc4-c4cccnc4)ccn3)cc2)n1,Homo sapiens,chembl
CHEMBL1771720,6.82,Cn1cc(-c2ncco2)c(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)c2)n1,Homo sapiens,chembl
CHEMBL1771721,6.41,Cn1cc(-c2cn(C)nc2-c2ccnc(Nc3ccc(N4CCOCC4)cc3)c2)cn1,Homo sapiens,chembl
CHEMBL1771722,6.41,Cn1cc(-c2ccnn2C)c(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)c2)n1,Homo sapiens,chembl
CHEMBL1771723,5.85,CCCc1cn(C)nc1-c1ccnc(Nc2ccc(-n3nc(C)nc3C)cc2)c1,Homo sapiens,chembl
CHEMBL1771724,6.4,Cc1nc(C)n(-c2ccc(Nc3cc(-c4nn(C)cc4C)ccn3)cc2)n1,Homo sapiens,chembl
CHEMBL1773329,6.06,NS(=O)(=O)N1CCC(Nc2nccc(-c3ccc(S(=O)(=O)N4CCOCC4)cc3)n2)CC1,Homo sapiens,chembl
CHEMBL1783492,6.51,C=CCN1CCN(c2c(Cl)cccc2NC(=O)c2cnc(Br)s2)CC1,Homo sapiens,chembl
CHEMBL1783493,5.75,C=CCN1CCN(c2c(Cl)cccc2NC(=O)c2nc(Br)cs2)CC1,Homo sapiens,chembl
CHEMBL1783494,5.64,C=CCN1CCN(c2c(Cl)cccc2NC(=O)c2cscn2)CC1,Homo sapiens,chembl
CHEMBL1783495,5.3,C=CCN1CCN(c2c(Cl)cccc2NC(=O)c2ccno2)CC1,Homo sapiens,chembl
CHEMBL1783496,5.05,C=CCN1CCN(c2c(Cl)cccc2NC(=O)c2ccc[nH]2)CC1,Homo sapiens,chembl
CHEMBL1783497,5.24,C=CCN1CCN(c2c(Cl)cccc2NC(=O)c2csc(C)n2)CC1,Homo sapiens,chembl
CHEMBL1783498,5.7,C=CCN1CCN(c2c(Cl)cccc2NC(=O)c2cccc(Br)n2)CC1,Homo sapiens,chembl
CHEMBL1783583,5.7,C=CCN1CCN(c2c(Cl)cccc2NC(=O)c2cccc(C)n2)CC1,Homo sapiens,chembl
CHEMBL1783584,5.19,C=CCN1CCN(c2c(Cl)cccc2NC(=O)c2cccc(Br)c2)CC1,Homo sapiens,chembl
CHEMBL1783587,7.22,Cc1cccc(NC(=O)c2ccc(Br)o2)c1N1CCC2(CC1)OCCO2,Homo sapiens,chembl
CHEMBL1783588,7.1,Cc1cccc(NC(=O)c2ccc(Cl)o2)c1N1CCC2(CC1)OCCO2,Homo sapiens,chembl
CHEMBL1783589,6.39,Cc1cccc(NC(=O)c2ccc(F)o2)c1N1CCC2(CC1)OCCO2,Homo sapiens,chembl
CHEMBL1783590,6.68,Cc1cccc(NC(=O)c2ccc(C#N)o2)c1N1CCC2(CC1)OCCO2,Homo sapiens,chembl
CHEMBL1783591,6.28,Cc1ccc(C(=O)Nc2cccc(C)c2N2CCC3(CC2)OCCO3)o1,Homo sapiens,chembl
CHEMBL1783592,6.46,Cc1cccc(NC(=O)c2ccc(C(F)F)o2)c1N1CCC2(CC1)OCCO2,Homo sapiens,chembl
CHEMBL1783593,6.0,CCc1ccc(C(=O)Nc2cccc(C)c2N2CCC3(CC2)OCCO3)o1,Homo sapiens,chembl
CHEMBL1783594,6.96,CC#Cc1ccc(C(=O)Nc2cccc(C)c2N2CCC3(CC2)OCCO3)o1,Homo sapiens,chembl
CHEMBL1783595,5.32,Cc1cccc(NC(=O)c2ccc(Cc3ccccc3)o2)c1N1CCC2(CC1)OCCO2,Homo sapiens,chembl
CHEMBL1783596,6.21,COc1ccc(C(=O)Nc2cccc(C)c2N2CCC3(CC2)OCCO3)o1,Homo sapiens,chembl
CHEMBL1783597,4.96,CC(=O)Nc1ccc(C(=O)Nc2cccc(C)c2N2CCC3(CC2)OCCO3)o1,Homo sapiens,chembl
CHEMBL1784082,5.0,O=C(Nc1cccc(Cl)c1N1CCNCC1)c1ccc(Br)o1,Homo sapiens,chembl
CHEMBL1784083,5.92,CN1CCN(c2c(Cl)cccc2NC(=O)c2ccc(Br)o2)CC1,Homo sapiens,chembl
CHEMBL1784084,6.05,CCCN1CCN(c2c(Cl)cccc2NC(=O)c2ccc(Br)o2)CC1,Homo sapiens,chembl
CHEMBL1784085,5.66,CC(C)N1CCN(c2c(Cl)cccc2NC(=O)c2ccc(Br)o2)CC1,Homo sapiens,chembl
CHEMBL1784086,6.48,C=CCN1CCN(c2c(Cl)cccc2NC(=O)c2ccc(Br)o2)CC1,Homo sapiens,chembl
CHEMBL1784087,6.27,C=C(C)CN1CCN(c2c(Cl)cccc2NC(=O)c2ccc(Br)o2)CC1,Homo sapiens,chembl
CHEMBL1784088,6.02,O=C(Nc1cccc(Cl)c1N1CCN(C2CC2)CC1)c1ccc(Br)o1,Homo sapiens,chembl
CHEMBL1784089,6.6,O=C(Nc1cccc(Cl)c1N1CCN(Cc2ccco2)CC1)c1ccc(Br)o1,Homo sapiens,chembl
CHEMBL1784090,5.96,O=C(Nc1cccc(Cl)c1N1CCN(Cc2ccccc2)CC1)c1ccc(Br)o1,Homo sapiens,chembl
CHEMBL1784091,5.85,O=C(Nc1cccc(Cl)c1N1CCN(CCc2ccccc2)CC1)c1ccc(Br)o1,Homo sapiens,chembl
CHEMBL1784092,6.0,O=C(Nc1cccc(Cl)c1N1CCN(c2ccccn2)CC1)c1ccc(Br)o1,Homo sapiens,chembl
CHEMBL1784093,6.09,CC(=O)N1CCN(c2c(Cl)cccc2NC(=O)c2ccc(Br)o2)CC1,Homo sapiens,chembl
CHEMBL1784096,6.7,C=CCN1CCN(c2c(C)cccc2NC(=O)c2ccc(Br)o2)CC1,Homo sapiens,chembl
CHEMBL1784097,6.54,C#CCN1CCN(c2c(F)cccc2NC(=O)c2ccc(Br)o2)CC1,Homo sapiens,chembl
CHEMBL1784644,4.83,Cc1cc(-c2n[nH]c(=S)n2-c2ccc3ccccc3c2)ccn1,Homo sapiens,chembl
CHEMBL1784646,4.56,Fc1cnccc1-c1n[nH]c(=S)n1-c1ccc2ccccc2c1,Homo sapiens,chembl
CHEMBL1784648,4.5,S=c1[nH]nc(-c2ccncc2)n1-c1ccc2ncccc2c1,Homo sapiens,chembl
CHEMBL1784649,5.99,Nc1cc(-c2n[nH]c(=S)n2-c2ccc3ccccc3c2)ccn1,Homo sapiens,chembl
CHEMBL1784650,7.28,S=c1[nH]nc(-c2ccnc(NC3CCCCC3)c2)n1-c1ccc2ccccc2c1,Homo sapiens,chembl
CHEMBL1784651,6.03,S=c1[nH]nc(-c2ccnc(NCC3CC3)c2)n1-c1ccc2ccccc2c1,Homo sapiens,chembl
CHEMBL1784653,5.35,c1ccc2cc(-n3cnnc3-c3ccncc3)ccc2c1,Homo sapiens,chembl
CHEMBL1784654,4.74,Cc1nnc(-c2ccncc2)n1-c1ccc2ccccc2c1,Homo sapiens,chembl
CHEMBL1784655,4.31,c1ccc2cc(-n3nnnc3-c3ccncc3)ccc2c1,Homo sapiens,chembl
CHEMBL1784656,4.52,Clc1nnc(-c2ccncc2)n1-c1ccc2ccccc2c1,Homo sapiens,chembl
CHEMBL1784657,4.83,N/N=c1\[nH]nc(-c2ccncc2)n1-c1ccc2ccccc2c1,Homo sapiens,chembl
CHEMBL1784658,4.9,Clc1nnn(-c2ccncc2)c1-c1ccc2ccccc2c1,Homo sapiens,chembl
CHEMBL1784659,5.32,c1ccc2cc(-c3cnnn3-c3ccncc3)ccc2c1,Homo sapiens,chembl
CHEMBL1784660,5.61,c1ccc2cc(-c3ccnn3-c3ccncc3)ccc2c1,Homo sapiens,chembl
CHEMBL1784661,5.91,c1ccc2cc(-n3nccc3-c3ccncc3)ccc2c1,Homo sapiens,chembl
CHEMBL1784663,5.72,c1ccc2cc(-n3ccnc3-c3ccncc3)ccc2c1,Homo sapiens,chembl
CHEMBL1784664,5.57,c1ccc2cc(-n3nncc3-c3ccncc3)ccc2c1,Homo sapiens,chembl
CHEMBL1784665,6.44,c1ccc2cc(-c3nn[nH]c3-c3ccncc3)ccc2c1,Homo sapiens,chembl
CHEMBL1784666,6.61,c1ccc2cc(-c3[nH]ncc3-c3ccncc3)ccc2c1,Homo sapiens,chembl
CHEMBL1784667,5.38,c1ccc2cc(-c3ncncc3-c3ccncc3)ccc2c1,Homo sapiens,chembl
CHEMBL1788116,7.16,N#C/C(=C1/Nc2ccccc2S1)c1ccnc(NCCc2cccnc2)n1,Homo sapiens,chembl
CHEMBL180022,5.6,CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccn4)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,Homo sapiens,chembl
CHEMBL1822132,7.62,O=C(Cc1ccc(F)c2cnccc12)Nc1scc(Br)c1-c1ncn[nH]1,Homo sapiens,chembl
CHEMBL1822133,7.52,O=C(Cc1cccc2ncc(F)cc12)Nc1scc(Br)c1-c1ncn[nH]1,Homo sapiens,chembl
CHEMBL1822134,7.39,O=C(Cc1cc(F)cc2ncccc12)Nc1scc(Br)c1-c1ncn[nH]1,Homo sapiens,chembl
CHEMBL1822135,7.28,O=C(Cc1cccc2ncc(C(F)(F)F)cc12)Nc1scc(Br)c1-c1ncn[nH]1,Homo sapiens,chembl
CHEMBL1822136,6.55,O=C(Cc1cc(C(F)(F)F)cc2ncccc12)Nc1scc(Br)c1-c1ncn[nH]1,Homo sapiens,chembl
CHEMBL1822137,6.74,O=C(Cc1ccc(C(F)(F)F)c2ncccc12)Nc1scc(Cl)c1-c1ncn[nH]1,Homo sapiens,chembl
CHEMBL1822138,7.85,O=C(CN1C(=O)CCc2ncccc21)Nc1scc(Br)c1-c1ncn[nH]1,Homo sapiens,chembl
CHEMBL1822139,8.22,N#Cc1csc(NC(=O)CN2C(=O)CCc3ncccc32)c1-c1ncn[nH]1,Homo sapiens,chembl
CHEMBL1822140,8.15,O=C(Cn1c(=O)ccc2cnccc21)Nc1scc(Br)c1-c1ncn[nH]1,Homo sapiens,chembl
CHEMBL1822141,8.22,O=C(Cn1c(=O)ccc2cnc(C(F)(F)F)cc21)Nc1scc(Br)c1-c1ncn[nH]1,Homo sapiens,chembl
CHEMBL1822142,7.85,O=C(Cn1c(=O)ccc2nc(C(F)(F)F)ccc21)Nc1scc(Br)c1-c1ncn[nH]1,Homo sapiens,chembl
CHEMBL1822143,8.1,O=C(Cn1c(=O)ccn2nccc12)Nc1scc(Br)c1-c1ncn[nH]1,Homo sapiens,chembl
CHEMBL1822144,7.85,O=C(Cn1c(=O)ccn2nc(C(F)(F)F)cc12)Nc1scc(Br)c1-c1ncn[nH]1,Homo sapiens,chembl
CHEMBL1822145,8.3,O=C(Cn1c(=O)ccc2cc(F)c(F)cc21)Nc1scc(Br)c1-c1ncn[nH]1,Homo sapiens,chembl
CHEMBL1822146,8.05,O=C(Cn1c(=O)ccc2cc(C(F)(F)F)ccc21)Nc1scc(Br)c1-c1ncn[nH]1,Homo sapiens,chembl
CHEMBL1822147,8.05,O=C(Cn1c(=O)ccc2ccc(C(F)(F)F)cc21)Nc1scc(Br)c1-c1ncn[nH]1,Homo sapiens,chembl
CHEMBL1822148,7.15,O=C(Cn1c(=O)ccc2c(C(F)(F)F)cccc21)Nc1scc(Br)c1-c1ncn[nH]1,Homo sapiens,chembl
CHEMBL1822149,8.22,O=C(Cn1c(=O)ccc2cc(OC(F)(F)F)ccc21)Nc1scc(Br)c1-c1ncn[nH]1,Homo sapiens,chembl
CHEMBL1822150,7.72,O=C(Cn1c(=O)ccc2ccc(OC(F)(F)F)cc21)Nc1scc(Br)c1-c1ncn[nH]1,Homo sapiens,chembl
CHEMBL1822151,8.7,N#Cc1ccc2c(ccc(=O)n2CC(=O)Nc2scc(Br)c2-c2ncn[nH]2)c1,Homo sapiens,chembl
CHEMBL1822152,8.7,N#Cc1ccc2ccc(=O)n(CC(=O)Nc3scc(Br)c3-c3ncn[nH]3)c2c1,Homo sapiens,chembl
CHEMBL1822153,8.22,O=C(CN1C(=O)CCc2ncccc21)Nc1scc(Br)c1-c1ncco1,Homo sapiens,chembl
CHEMBL1822154,7.82,O=C(CN1C(=O)CCc2ncccc21)Nc1scc(Br)c1-c1nccs1,Homo sapiens,chembl
CHEMBL1822305,8.52,Cn1cnc(-c2c(Br)csc2NC(=O)CN2C(=O)CCc3ncccc32)n1,Homo sapiens,chembl
CHEMBL1822306,7.96,N#Cc1csc(NC(=O)CN2C(=O)CCc3ncccc32)c1-c1nccs1,Homo sapiens,chembl
CHEMBL1822307,8.1,N#Cc1csc(NC(=O)Cn2c(=O)ccc3cc(C(F)(F)F)ccc32)c1-c1ncco1,Homo sapiens,chembl
CHEMBL1822308,8.05,N#Cc1csc(NC(=O)Cn2c(=O)ccc3cc(C(F)(F)F)ccc32)c1-c1nccs1,Homo sapiens,chembl
CHEMBL1822309,8.1,N#Cc1csc(NC(=O)Cn2c(=O)ccc3cc(C(F)(F)F)ccc32)c1-c1cscn1,Homo sapiens,chembl
CHEMBL1822792,5.33,CN(C[C@@H]1COCCO1)S(=O)(=O)Nc1ccc2ccc3ncc(-c4cnn(C)c4)cc3c(=O)c2c1,Homo sapiens,chembl
CHEMBL1908395,6.62,CN(C)CC(=O)N1CCC(c2ccc(NC(=O)c3nc(C#N)c[nH]3)c(C3=CCCCC3)c2)CC1,Homo sapiens,chembl
CHEMBL1908397,7.29,O=C(c1ccc(/C=C/c2n[nH]c3ccccc23)cc1)N1CCNCC1,Homo sapiens,chembl
CHEMBL191003,6.195,Nc1nc(Nc2ccc(S(N)(=O)=O)cc2)nn1C(=O)c1c(F)cccc1F,Homo sapiens,chembl
CHEMBL191384,7.1,N#C/C(=C1/Nc2ccccc2S1)c1ccnc(NCCc2cccnc2)n1,Homo sapiens,chembl
CHEMBL1921815,7.0,NC(=O)c1ccccc1Nc1cc(Oc2ccc(Cl)c(Cl)c2)ncc1C(F)(F)F,Homo sapiens,chembl
CHEMBL1923184,6.28,NC(=O)c1ccccc1Nc1ccnc(Oc2ccccc2)c1,Homo sapiens,chembl
CHEMBL1923185,7.16,NC(=O)c1ccccc1Nc1ccnc(Oc2ccc(N3CCNCC3)cc2)c1,Homo sapiens,chembl
CHEMBL1923186,7.32,COc1ccc(Oc2cc(Nc3ccccc3C(N)=O)c(F)cn2)cc1,Homo sapiens,chembl
CHEMBL1923187,7.82,COc1ccc(Oc2cc(Nc3ccccc3C(N)=O)c(Cl)cn2)cc1,Homo sapiens,chembl
CHEMBL1923188,7.43,COc1ccc(Oc2cc(Nc3ccccc3C(N)=O)c(C(F)(F)F)cn2)cc1,Homo sapiens,chembl
CHEMBL1923189,7.16,COc1cccc(Oc2cc(Nc3ccccc3C(N)=O)c(C(F)(F)F)cn2)c1,Homo sapiens,chembl
CHEMBL1923190,5.46,COc1ccccc1Oc1cc(Nc2ccccc2C(N)=O)c(C(F)(F)F)cn1,Homo sapiens,chembl
CHEMBL1923191,7.46,NC(=O)c1ccccc1Nc1cc(Oc2ccc(OC(F)(F)F)cc2)ncc1C(F)(F)F,Homo sapiens,chembl
CHEMBL1923192,6.96,CCOc1ccc(Oc2cc(Nc3ccccc3C(N)=O)c(C(F)(F)F)cn2)cc1,Homo sapiens,chembl
CHEMBL1923193,6.85,CCCOc1ccc(Oc2cc(Nc3ccccc3C(N)=O)c(C(F)(F)F)cn2)cc1,Homo sapiens,chembl
CHEMBL1923194,7.57,CC(C)(C)Oc1ccc(Oc2cc(Nc3ccccc3C(N)=O)c(C(F)(F)F)cn2)cc1,Homo sapiens,chembl
CHEMBL1923195,6.7,NC(=O)c1ccccc1Nc1cc(Oc2ccc(F)cc2)ncc1C(F)(F)F,Homo sapiens,chembl
CHEMBL1923196,6.42,NC(=O)c1ccccc1Nc1cc(Oc2ccc(Br)cc2)ncc1C(F)(F)F,Homo sapiens,chembl
CHEMBL1923197,6.7,NC(=O)c1ccccc1Nc1cc(Oc2cccc(Cl)c2)ncc1C(F)(F)F,Homo sapiens,chembl
CHEMBL1923198,7.0,COc1ccc(Oc2cc(Nc3ccccc3C(N)=O)c(C(F)(F)F)cn2)c(Cl)c1,Homo sapiens,chembl
CHEMBL1923199,6.0,NC(=O)c1ccccc1Nc1cc(Oc2cccc3ccccc23)ncc1C(F)(F)F,Homo sapiens,chembl
CHEMBL1923200,6.5,NC(=O)c1ccccc1Nc1cc(Oc2ccc3ccccc3c2)ncc1C(F)(F)F,Homo sapiens,chembl
CHEMBL1923201,7.32,NC(=O)c1ccccc1Nc1cc(Oc2ccc3c(c2)OCO3)ncc1C(F)(F)F,Homo sapiens,chembl
CHEMBL1923202,7.1,NC(=O)c1ccccc1Nc1cc(Oc2ccc(-n3cncn3)cc2)ncc1C(F)(F)F,Homo sapiens,chembl
CHEMBL1923203,7.47,NC(=O)c1ccccc1Nc1cc(Oc2ccc(N3CCNCC3)cc2)ncc1C(F)(F)F,Homo sapiens,chembl
CHEMBL1923204,7.14,NC(=O)c1ccccc1Nc1cc(Oc2ccc(-c3cccnc3)cc2)ncc1C(F)(F)F,Homo sapiens,chembl
CHEMBL1923205,5.66,COc1ccc(Oc2cc(Nc3cccc(Cl)c3C(N)=O)c(C(F)(F)F)cn2)cc1,Homo sapiens,chembl
CHEMBL1923206,5.66,COc1ccc(Oc2cc(Nc3cccc(OC)c3C(N)=O)c(C(F)(F)F)cn2)cc1,Homo sapiens,chembl
CHEMBL1923207,7.35,COc1ccc(Oc2cc(Nc3ccc(F)cc3C(N)=O)c(C(F)(F)F)cn2)cc1,Homo sapiens,chembl
CHEMBL1923208,7.52,COc1ccc(Oc2cc(Nc3ccc(Cl)cc3C(N)=O)c(C(F)(F)F)cn2)cc1,Homo sapiens,chembl
CHEMBL1923209,7.31,COc1ccc(Oc2cc(Nc3cc(F)ccc3C(N)=O)c(C(F)(F)F)cn2)cc1,Homo sapiens,chembl
CHEMBL1923210,7.11,COc1ccc(Oc2cc(Nc3cc(Cl)ccc3C(N)=O)c(C(F)(F)F)cn2)cc1,Homo sapiens,chembl
CHEMBL1923211,7.77,COc1ccc(Oc2cc(Nc3cc(OC)ccc3C(N)=O)c(C(F)(F)F)cn2)cc1,Homo sapiens,chembl
CHEMBL1923212,7.22,COc1ccc(Oc2cc(Nc3c(F)cccc3C(N)=O)c(C(F)(F)F)cn2)cc1,Homo sapiens,chembl
CHEMBL1923213,6.8,COc1ccc(Oc2cc(Nc3c(Cl)cccc3C(N)=O)c(C(F)(F)F)cn2)cc1,Homo sapiens,chembl
CHEMBL1923215,6.77,CNC(=O)c1ccccc1Nc1cc(Oc2ccc(OC)cc2)ncc1Cl,Homo sapiens,chembl
