id,pchembl_value,canonical_smiles,target_organism,source
CHEMBL1432163,4.21,COc1ccc(C(C)=O)cc1COC(=O)c1cc(C)oc1C,Homo sapiens,chembl
CHEMBL1432472,4.51,CCOC(=O)c1c(C)nsc1S,Homo sapiens,chembl
CHEMBL1439313,4.38,CC(=O)Nc1cccc(-c2nc3ccccc3c(=O)o2)c1,Homo sapiens,chembl
CHEMBL1439904,4.53,N#Cc1c(O)nc(SCC(=O)Nc2cccc(Cl)c2)nc1-c1ccco1,Homo sapiens,chembl
CHEMBL1440703,4.33,CC(=O)Nc1cc(OC(C)=O)c2nonc2c1OC(C)=O,Homo sapiens,chembl
CHEMBL1445111,6.3,O=C(C1CCC(Cn2c(=O)[nH]c3ccccc3c2=O)CC1)N1CCN(c2ccccc2)CC1,Homo sapiens,chembl
CHEMBL1446875,4.38,CC1=CC(=C2C(=O)c3ccccc3C2=O)C=C(C)N1C,Homo sapiens,chembl
CHEMBL1447733,5.16,Fc1cccc(Nc2cc(-n3cccn3)ncn2)c1,Homo sapiens,chembl
CHEMBL1449655,4.37,c1ccc(-n2nc3ccc4c[nH]nc4c3n2)cc1,Homo sapiens,chembl
CHEMBL1451996,4.78,O=C(C1CCC(Cn2c(=S)[nH]c3ccccc3c2=O)CC1)N1CCOCC1,Homo sapiens,chembl
CHEMBL1452914,4.62,COC(=O)c1ccccc1NC(=O)CN1CCC(C(=O)c2ccc3c(c2)OCCO3)CC1,Homo sapiens,chembl
CHEMBL1454081,4.62,O=c1c2ccccc2[nH]c(=S)n1Cc1cccnc1,Homo sapiens,chembl
CHEMBL1454264,4.25,O=C1NC(=O)c2c(NC(=O)C3CCCO3)cccc21,Homo sapiens,chembl
CHEMBL1454594,4.57,COC(=O)c1ccsc1NC(=O)C1COc2ccccc2O1,Homo sapiens,chembl
CHEMBL1454635,4.48,NC(=O)c1ccsc1NC(=O)C1CC1,Homo sapiens,chembl
CHEMBL1454779,4.41,O=C(CCCCCn1c(SCC(=O)c2ccccc2)nc2ccccc2c1=O)NCc1ccco1,Homo sapiens,chembl
CHEMBL1455269,4.53,CCOC(=O)c1ccccc1NC(=O)COc1ccccc1,Homo sapiens,chembl
CHEMBL1455874,4.2,CCOC(=O)c1c(-c2ccc(OC)cc2)n[nH]c1N,Homo sapiens,chembl
CHEMBL1457783,4.3,c1ccc(-c2onc3cc4c(cc23)OCCO4)cc1,Homo sapiens,chembl
CHEMBL1458153,4.53,O=C(CCCCCn1c(=S)[nH]c2ccccc2c1=O)N1CCC2(CC1)OCCO2,Homo sapiens,chembl
CHEMBL1458559,4.46,CCCc1cc(O)n2c(n1)nc1ccccc12,Homo sapiens,chembl
CHEMBL1459123,4.68,Cc1ccc2c(CC(=O)Nc3sccc3C(N)=O)coc2c1,Homo sapiens,chembl
CHEMBL1461003,4.26,COc1ccc(NC(=O)CCCCn2c(=O)[nH]c3ccccc3c2=O)cc1,Homo sapiens,chembl
CHEMBL1461987,4.67,COc1ccc(CC(=O)Nc2cc(C)ccn2)cc1,Homo sapiens,chembl
CHEMBL1462110,5.04,COC(=O)c1ccccc1NC(=O)C1CC(c2ccc(F)cc2)=NO1,Homo sapiens,chembl
CHEMBL1462869,5.14,COc1cc(CN/C(C)=C(\C#N)C(N)=O)cc(OC)c1OC,Homo sapiens,chembl
CHEMBL1463060,5.34,COc1cccc(C2=NOC(C(=O)Nc3ccc(OC)c(OC)c3)C2)c1,Homo sapiens,chembl
CHEMBL1465291,5.17,COC(=O)c1cc(Br)c(=O)n(Cc2ccc(OC)c(OC)c2)c1,Homo sapiens,chembl
CHEMBL1466356,4.35,CSCCC(Nc1ncnc2ccc(Br)cc12)C(=O)O,Homo sapiens,chembl
CHEMBL1470122,4.16,CCOc1ccccc1NC(=O)COc1cccc(-n2cnnn2)c1,Homo sapiens,chembl
CHEMBL1471674,4.72,COc1ccc(C(=O)n2nc(-c3ccccc3)nc2N)cc1OC,Homo sapiens,chembl
CHEMBL1472407,4.34,Cc1nc2cccc(C(=O)NCc3ccccc3)c2o1,Homo sapiens,chembl
CHEMBL1477311,5.1,O=C(c1ccc(Cn2c(=O)[nH]c3ccccc3c2=O)cc1)N1CCN(c2ccccc2)CC1,Homo sapiens,chembl
CHEMBL1477887,4.98,O=C(c1ccc(Cn2c(=O)[nH]c3ccccc3c2=O)cc1)N1CCN(c2ccccn2)CC1,Homo sapiens,chembl
CHEMBL1480089,4.7,COC(=O)c1sccc1NC(=O)C1CC=CCC1C(=O)O,Homo sapiens,chembl
CHEMBL1480110,4.19,O=C(CCCn1c(=S)[nH]c2ccccc2c1=O)NC1CCCC1,Homo sapiens,chembl
CHEMBL1480223,4.49,COc1cccc(C(=O)Nc2c(C(N)=O)oc3ccccc23)c1,Homo sapiens,chembl
CHEMBL1481517,4.3,Fc1cc2nccnc2cc1N1CCSCC1,Homo sapiens,chembl
CHEMBL1483570,4.55,Cc1cc(NC(=O)C2CC(c3ccc(F)cc3)=NO2)no1,Homo sapiens,chembl
CHEMBL1486096,5.21,COCCCNC(=O)c1ccc(Cn2c(=O)[nH]c3ccccc3c2=O)cc1,Homo sapiens,chembl
CHEMBL1486228,4.91,CCOC(=O)c1ccc(Cn2cnc3ccccc3c2=O)cc1,Homo sapiens,chembl
CHEMBL1486831,4.74,Fc1ccc2[nH]c3nc4ccccc4c-3nc2c1,Homo sapiens,chembl
CHEMBL1488035,4.44,CCn1nc(-c2ccccc2)nc2c(=O)n(C)c(=O)nc1-2,Homo sapiens,chembl
CHEMBL1490070,4.74,COC(=O)c1ccccc1NC(=O)CN1C(=O)C2CCCN2c2ncc(Cl)cc21,Homo sapiens,chembl
CHEMBL1490940,4.57,C/C(Nc1ccc(F)cc1)=C(/C#N)C(N)=O,Homo sapiens,chembl
CHEMBL1491318,5.03,Cn1c(=O)c2c(-c3ccccc3)n3c4ccccc4ncc3c2n(C)c1=O,Homo sapiens,chembl
CHEMBL1492324,4.87,N#Cc1c(O)nc(SCc2ccc(F)cc2)nc1-c1ccco1,Homo sapiens,chembl
CHEMBL1492655,4.25,O=c1c2c(nc3n1CCCCC3)sc1c(O)cccc12,Homo sapiens,chembl
CHEMBL1492799,4.04,CS(=O)(=O)N1CCN(c2ccccc2NC(=O)CSc2ccc(Cl)cc2)CC1,Homo sapiens,chembl
CHEMBL1494345,4.42,NC(=O)c1ccsc1NC(=O)COc1ccccc1,Homo sapiens,chembl
CHEMBL1494965,4.05,COc1ccc2c(c1)c1ncn(Cc3ccco3)c(=O)c1n2C,Homo sapiens,chembl
CHEMBL1495244,4.55,COc1ccc(CC(=O)Nc2nc(C)cs2)cc1OC,Homo sapiens,chembl
CHEMBL1496523,4.14,Cn1c(C(=O)N2CCN(Cc3ccc4c(c3)OCO4)CC2)cc2c(=O)n(C)c3ccccc3c21,Homo sapiens,chembl
CHEMBL1498547,4.25,Cn1nnnc1SCc1ccc(C(=O)Nc2nccs2)cc1,Homo sapiens,chembl
CHEMBL1498885,5.1,COc1cc(C(=O)NCc2cn3ccccc3n2)cc(OC)c1OC,Homo sapiens,chembl
CHEMBL1499974,4.54,CCOC(=O)C1CCN(C(=O)CCCCn2c(=O)[nH]c3ccccc3c2=O)CC1,Homo sapiens,chembl
CHEMBL1500025,5.1,COc1cccc(C2=NOC(C(=O)Nc3ccc(C(C)=O)cc3)C2)c1,Homo sapiens,chembl
CHEMBL1501724,4.64,CC1=CC(=C2C(=O)c3ccccc3C2=O)C=C(C)N1Cc1ccco1,Homo sapiens,chembl
CHEMBL1502894,5.39,CCc1ccc(-n2c(SCC(=O)Nc3cc(C)[nH]n3)nc3nncc-3c2O)cc1,Homo sapiens,chembl
CHEMBL1505364,4.39,CC(=O)c1sc(Nc2ccccn2)nc1C,Homo sapiens,chembl
CHEMBL1511773,4.42,O=C(CCn1cnc2ccccc2c1=O)Nc1ccc(S(=O)(=O)N2CCCC2)cc1,Homo sapiens,chembl
CHEMBL1517409,4.11,COC(=O)c1cc(Br)c(=O)n(-c2nccs2)c1,Homo sapiens,chembl
CHEMBL1518163,5.17,O=C(COC(=O)c1[nH]nc2ccccc12)Nc1ccc(S(=O)(=O)N2CCCC2)cc1,Homo sapiens,chembl
CHEMBL1519409,4.25,COC(=O)c1ccccc1NC(=O)COC(=O)c1ccco1,Homo sapiens,chembl
CHEMBL1520065,4.7,COC(=O)c1sccc1NC(=O)c1ccc(Br)o1,Homo sapiens,chembl
CHEMBL1520998,5.16,CC(=O)c1ccc(NC(=O)C2CC(c3ccc(F)cc3)=NO2)cc1,Homo sapiens,chembl
CHEMBL1522377,4.43,CCCC(=O)Nc1ccc(Cl)c(NC(=O)c2ccc(Br)o2)c1,Homo sapiens,chembl
CHEMBL1522425,4.81,COC(=O)c1sccc1NC(=O)CN1CCN(c2ccc(F)cc2)CC1,Homo sapiens,chembl
CHEMBL1524448,4.46,COC(=O)c1c(NC(=O)Cc2cccs2)sc(C)c1C,Homo sapiens,chembl
CHEMBL1524458,4.3,CCCc1nc(SCC(=O)N2CCCC2)c2ccccc2n1,Homo sapiens,chembl
CHEMBL1525187,5.4,N#Cc1c(NCc2ccccc2)ccnc1NCc1cccnc1,Homo sapiens,chembl
CHEMBL1525418,4.61,COc1cccc(C2=NOC(C(=O)Nc3cccc(C(C)=O)c3)C2)c1OC,Homo sapiens,chembl
CHEMBL1525902,4.26,Cc1ccccc1-c1nnc(S)o1,Homo sapiens,chembl
CHEMBL1526703,5.49,CCOC(=O)N1CCN(C(=O)C2CCC(Cn3c(=S)[nH]c4ccccc4c3=O)CC2)CC1,Homo sapiens,chembl
CHEMBL1527065,5.13,CCCn1cc(NC(=O)C2CC(c3cccc(Br)c3)=NO2)cn1,Homo sapiens,chembl
CHEMBL1527108,4.49,CCC1S/C(=C(\C#N)C(N)=O)N(c2ccc(F)cc2)C1=O,Homo sapiens,chembl
CHEMBL1527476,4.48,COc1cc(NC(=O)c2ccc(COc3ccccc3Br)o2)cc(OC)c1OC,Homo sapiens,chembl
CHEMBL1527654,4.16,COc1ccccc1NC(=O)COc1ccc(CO)cc1Cl,Homo sapiens,chembl
CHEMBL1528299,4.81,Cc1cn(S(=O)(=O)c2ccc(Br)c3ccccc23)cn1,Homo sapiens,chembl
CHEMBL1529808,4.24,CCCN1Cc2cccc(C(=O)NCc3ccccc3)c2C1=O,Homo sapiens,chembl
CHEMBL1536681,4.29,c1ccc(-c2[nH]nc3c2CCC3)cc1,Homo sapiens,chembl
CHEMBL1536771,4.48,C/C(NC1CCCC1)=C(/C#N)C(N)=O,Homo sapiens,chembl
CHEMBL1537195,5.22,Cc1nc(SCCC(=O)O)c2ccccc2n1,Homo sapiens,chembl
CHEMBL1540020,4.37,O=C(NCc1nc2ccccc2[nH]1)c1cccs1,Homo sapiens,chembl
CHEMBL1540545,4.4,COc1ccc(C(C)=O)cc1COC(=O)c1c(C)noc1C,Homo sapiens,chembl
CHEMBL1540912,4.75,COc1ccc(-c2c(C#N)c(S)nc3c2CCC3)cc1,Homo sapiens,chembl
CHEMBL1542195,4.2,Cc1cc(NC(=O)COC(=O)c2[nH]nc3ccccc23)no1,Homo sapiens,chembl
CHEMBL1543571,5.5,COC(=O)c1ccccc1NC(=O)CN1CCC(NC(=O)c2ccc(C)cc2)CC1,Homo sapiens,chembl
CHEMBL1545025,4.45,COC(=O)c1ccccc1NC(=O)CSc1ccccn1,Homo sapiens,chembl
CHEMBL1545185,4.46,O=C(O)CCSc1ccc2ccccc2n1,Homo sapiens,chembl
CHEMBL1545599,5.77,COC(=O)c1cccc(NC(=O)CN2CCC(NC(=O)c3cc(OC)c(OC)c(OC)c3)CC2)c1,Homo sapiens,chembl
CHEMBL1545746,4.62,NC(=O)c1oc2ccccc2c1NC(=O)c1ccc(F)cc1,Homo sapiens,chembl
CHEMBL1547674,4.46,CCOc1ccc(C(=O)Nc2c(C(N)=O)oc3ccccc23)cc1,Homo sapiens,chembl
CHEMBL1548061,4.1,COC(=O)c1cccc(Cn2nnc3ccccc3c2=O)c1,Homo sapiens,chembl
CHEMBL1548293,4.75,Cc1ccc(Nc2cc(-n3nc(C)cc3C)ncn2)c(C)c1,Homo sapiens,chembl
CHEMBL1549692,4.16,N#Cc1sc2nc3c(c(-c4ccco4)c2c1N)CCCC3,Homo sapiens,chembl
CHEMBL1555581,4.58,Cc1cc(C(F)F)n2ncc(C(=O)NCc3ccccc3C(F)(F)F)c2n1,Homo sapiens,chembl
CHEMBL1555880,4.55,COc1ccc2nc(NC(=O)Cc3ccc(OC)c(S(=O)(=O)N4CCOCC4)c3)sc2c1,Homo sapiens,chembl
CHEMBL1558177,4.47,COc1ccc(COC(=O)C2=C(C)NC(=O)NC2c2ccc(O)c(OC)c2)cc1,Homo sapiens,chembl
CHEMBL1559474,5.18,CCOC(=O)c1ccccc1NC(=O)CSc1ncc(C(=O)OCC)c(N)n1,Homo sapiens,chembl
CHEMBL1561032,4.41,Cc1ccccc1Nc1nn2c(=O)c3ccccc3nc2s1,Homo sapiens,chembl
CHEMBL1561325,4.71,CCCOc1ccc(C2C(C(=O)c3ccc(C)o3)=C(O)C(=O)N2CCCn2ccnc2)cc1,Homo sapiens,chembl
CHEMBL1562951,5.58,NC(=O)c1ccsc1NC(=O)c1cccs1,Homo sapiens,chembl
CHEMBL1563069,4.81,COC(=O)c1ccsc1NC(=O)CN1CCN(c2ccc(F)cc2)CC1,Homo sapiens,chembl
CHEMBL1563647,4.22,COC(=O)c1c(C#N)c(N)nc2c1CCCC2,Homo sapiens,chembl
CHEMBL1565318,5.0,NC(=O)c1oc2ccccc2c1NC(=O)c1ccco1,Homo sapiens,chembl
CHEMBL1566655,4.25,O=C(CSc1ncccc1-c1nc2ccccc2[nH]1)N1CCN(c2ccccc2F)CC1,Homo sapiens,chembl
CHEMBL1567258,4.42,O=C1NC2=C(C(=O)c3ccccc32)C(c2ccccc2)N1,Homo sapiens,chembl
CHEMBL1568840,6.09,Cc1nc(CSc2nc3nncc-3c(O)n2-c2ccccc2)cs1,Homo sapiens,chembl
CHEMBL1569232,4.62,O=C1c2ccccc2-c2onc3ccc(NCc4ccco4)c1c23,Homo sapiens,chembl
CHEMBL1570276,4.3,Cc1ccc2nc(Cc3ccc(N)cc3)oc2c1,Homo sapiens,chembl
CHEMBL1570672,4.36,CCOC(=O)CSc1nc2ccccc2c(=O)n1CCCCCC(=O)NCc1ccco1,Homo sapiens,chembl
CHEMBL1572205,4.26,CCCCC(=O)Nc1ncc(Br)s1,Homo sapiens,chembl
CHEMBL1572342,4.79,CCCCC(=O)Nc1sc2c(c1C(N)=O)CCC2,Homo sapiens,chembl
CHEMBL1574263,4.17,Cc1ccc(C)c(N2CCN(C(=O)c3ccc(Cn4c(=O)[nH]c5ccccc5c4=O)cc3)CC2)c1,Homo sapiens,chembl
CHEMBL1577147,4.65,CCOC(=O)c1c(-c2ccccc2)[nH]c2ccc(O)cc12,Homo sapiens,chembl
CHEMBL1577637,4.78,Cc1ccc2[nH]c3c(c2c1)CCc1c[nH]nc1-3,Homo sapiens,chembl
CHEMBL1578509,5.0,Cc1ccc(Cn2c(O)c(N=O)c3ccccc32)cc1,Homo sapiens,chembl
CHEMBL1578957,4.88,COc1cc(CC(=O)Nc2ncc(C)s2)cc(OC)c1OC,Homo sapiens,chembl
CHEMBL1579427,5.17,COC(=O)c1cc(Br)c(=O)n(Cc2ccc3c(c2)OCO3)c1,Homo sapiens,chembl
CHEMBL1579483,5.69,COc1cccc(C2=NOC(C(=O)Nc3cc(OC)c(OC)c(OC)c3)C2)c1,Homo sapiens,chembl
CHEMBL1582724,4.48,COC(=O)c1sccc1NC(=O)c1ccncc1,Homo sapiens,chembl
CHEMBL1583874,4.9,NC(=O)c1cc(Br)cc2c3c([nH]c12)CCCC3,Homo sapiens,chembl
CHEMBL1584518,4.49,Cc1ccc(NC(=O)C2CC(c3ccc(F)cc3)=NO2)cc1,Homo sapiens,chembl
CHEMBL1586967,4.47,CC(=O)c1c(C)[nH]c(C(=O)OCn2nnc3ccccc3c2=O)c1C,Homo sapiens,chembl
CHEMBL1588030,4.5,CCCN1Cc2cccc(C(=O)NCc3ccc4c(c3)OCO4)c2C1=O,Homo sapiens,chembl
CHEMBL1588937,4.45,O=C(CCCCCn1c(=O)[nH]c2ccccc2c1=O)NCCCN1CCN(c2ccccc2F)CC1,Homo sapiens,chembl
CHEMBL1589110,4.26,COc1ccc(S(=O)(=O)N2CCC(n3cnc4cc(C(F)(F)F)ccc43)CC2)cc1,Homo sapiens,chembl
CHEMBL1595580,5.01,COCCNC(=O)C1CCC(Cn2c(=S)[nH]c3ccccc3c2=O)CC1,Homo sapiens,chembl
CHEMBL1598218,5.23,COc1cc(CC(=O)Nc2sccc2C(N)=O)cc(OC)c1OC,Homo sapiens,chembl
CHEMBL1599435,4.63,COc1ccc(C(=O)NCc2nc3ccccc3[nH]2)cc1OC,Homo sapiens,chembl
CHEMBL1599919,4.16,CS(=O)(=O)N1CCN(c2ccccc2NC(=O)Cc2ccccc2)CC1,Homo sapiens,chembl
CHEMBL1600077,4.25,COC(=O)c1c(-c2cccs2)csc1NC(=O)CN1CCOCC1,Homo sapiens,chembl
CHEMBL1600661,4.12,O=c1[nH]c(=S)c2c(n1-c1ccccc1)CCC2,Homo sapiens,chembl
CHEMBL1604166,4.51,Cc1sc(NC(=O)c2cccs2)c(C(N)=O)c1C,Homo sapiens,chembl
CHEMBL1606045,5.26,CNC(=O)c1ccsc1NC(=O)c1ccccc1,Homo sapiens,chembl
CHEMBL1606230,4.86,Oc1nc2ccccc2c2nc3ccccn3c12,Homo sapiens,chembl
CHEMBL1606939,4.4,O=C1c2ccccc2NC2=NCCCCN12,Homo sapiens,chembl
CHEMBL1607473,4.4,COc1cc(C2NC(=O)NC(C)=C2C(=O)OC2CCCC(C)C2)ccc1O,Homo sapiens,chembl
CHEMBL1607477,4.64,O=C(Nc1cccnc1)C1CC(c2ccc(Cl)c(Cl)c2)=NO1,Homo sapiens,chembl
CHEMBL1613269,5.3,O=C1Nc2cccnc2Sc2ccccc21,Homo sapiens,chembl
CHEMBL1614713,5.49,c1cc(OCCN2CCCCC2)cc(-c2n[nH]c3ccc(-c4nnc[nH]4)cc23)c1,Homo sapiens,chembl
CHEMBL1614820,7.6,Cc1csc(NC(=O)CN2C(=O)CCc3ccccc32)c1-c1ncn[nH]1,Homo sapiens,chembl
CHEMBL1644615,7.27,O=c1n(Cc2ccccn2)nc(-c2ccnc(NC3CCOCC3)c2)n1-c1ccc2ccccc2c1,Homo sapiens,chembl
CHEMBL1644616,6.25,S=c1[nH]nc(-c2ccncc2)n1-c1ccc2ccccc2c1,Homo sapiens,chembl
CHEMBL1644617,4.8,O=c1[nH]nc(-c2ccncc2)n1-c1ccc2ccccc2c1,Homo sapiens,chembl
CHEMBL1644618,7.62,O=c1[nH]nc(-c2ccnc(NC3CCCCC3)c2)n1-c1ccc2ccccc2c1,Homo sapiens,chembl
CHEMBL1644619,7.5,O=c1[nH]nc(-c2ccnc(NC3CCCOC3)c2)n1-c1ccc2ccccc2c1,Homo sapiens,chembl
CHEMBL1644620,7.07,O=c1[nH]nc(-c2ccnc(NC3CCOCC3)c2)n1-c1ccc2ccccc2c1,Homo sapiens,chembl
CHEMBL1644621,6.89,O=c1[nH]nc(-c2ccnc(NC3CCCC3)c2)n1-c1ccc2ccccc2c1,Homo sapiens,chembl
CHEMBL1644622,7.16,O=c1[nH]nc(-c2ccnc(NC3CCC3)c2)n1-c1ccc2ccccc2c1,Homo sapiens,chembl
CHEMBL1644623,6.89,O=c1[nH]nc(-c2ccnc(NC3CC3)c2)n1-c1ccc2ccccc2c1,Homo sapiens,chembl
CHEMBL1644624,7.21,O=c1[nH]nc(-c2ccnc(Nc3ccccc3)c2)n1-c1ccc2ccccc2c1,Homo sapiens,chembl
CHEMBL1644625,7.4,O=c1[nH]nc(-c2ccnc(Nc3ccccn3)c2)n1-c1ccc2ccccc2c1,Homo sapiens,chembl
CHEMBL1644626,6.6,O=c1[nH]nc(-c2ccnc(Nc3cccnc3)c2)n1-c1ccc2ccccc2c1,Homo sapiens,chembl
CHEMBL1644627,6.68,O=c1[nH]nc(-c2ccnc(Nc3nccs3)c2)n1-c1ccc2ccccc2c1,Homo sapiens,chembl
CHEMBL1644628,5.41,C[C@H](Nc1cc(-c2n[nH]c(=O)n2-c2ccc3ccccc3c2)ccn1)c1ccccc1,Homo sapiens,chembl
CHEMBL1644629,6.39,CC(=O)Nc1cc(-c2n[nH]c(=O)n2-c2ccc3ccccc3c2)ccn1,Homo sapiens,chembl
CHEMBL1644630,6.92,O=C(Nc1cc(-c2n[nH]c(=O)n2-c2ccc3ccccc3c2)ccn1)C1CC1,Homo sapiens,chembl
CHEMBL1644631,6.23,O=C(Nc1cc(-c2n[nH]c(=O)n2-c2ccc3ccccc3c2)ccn1)c1ccccc1,Homo sapiens,chembl
CHEMBL1644632,7.16,O=c1[nH]nc(-c2ccnc(NC3CCOCC3)c2)n1-c1ccc2cc(F)ccc2c1,Homo sapiens,chembl
CHEMBL1644633,6.02,Nc1ccc2cc(-n3c(-c4ccnc(NC5CCOCC5)c4)n[nH]c3=O)ccc2c1,Homo sapiens,chembl
CHEMBL1644634,6.37,O=c1[nH]nc(-c2ccnc(NC3CCOCC3)c2)n1-c1ccc2cc(Br)ccc2c1,Homo sapiens,chembl
CHEMBL1644635,7.27,O=c1[nH]nc(-c2ccnc(NC3CCOCC3)c2)n1-c1ccc2cccc(F)c2c1,Homo sapiens,chembl
CHEMBL1644636,7.03,Nc1cccc2ccc(-n3c(-c4ccnc(NC5CCOCC5)c4)n[nH]c3=O)cc12,Homo sapiens,chembl
CHEMBL1644637,7.85,O=c1[nH]nc(-c2ccnc(NC3CCOCC3)c2)n1-c1ccc2cccc(Cl)c2c1,Homo sapiens,chembl
CHEMBL1644638,7.66,O=c1n(CC2CCOCC2)nc(-c2ccnc(NC3CCCCC3)c2)n1-c1ccc2ccccc2c1,Homo sapiens,chembl
CHEMBL1644639,7.8,O=c1n(C2CCOCC2)nc(-c2ccnc(NC3CCCCC3)c2)n1-c1ccc2ccccc2c1,Homo sapiens,chembl
CHEMBL1644640,7.04,O=c1n(C2CCOC2)nc(-c2ccnc(NC3CCOCC3)c2)n1-c1ccc2ccccc2c1,Homo sapiens,chembl
CHEMBL1644641,7.0,O=c1n(-c2ccccn2)nc(-c2ccnc(NC3CCOCC3)c2)n1-c1ccc2ccccc2c1,Homo sapiens,chembl
CHEMBL1644642,7.54,O=c1n(Cc2ccncc2)nc(-c2ccnc(NC3CCCCC3)c2)n1-c1ccc2ccccc2c1,Homo sapiens,chembl
CHEMBL1644643,6.8,O=c1n(C2CCNCC2)nc(-c2ccnc(NC3CCOCC3)c2)n1-c1ccc2ccccc2c1,Homo sapiens,chembl
CHEMBL1644644,6.55,CCN1CCC(n2nc(-c3ccnc(NC4CCOCC4)c3)n(-c3ccc4ccccc4c3)c2=O)CC1,Homo sapiens,chembl
CHEMBL1644645,7.44,O=c1n(C2CCN(CC(F)(F)F)CC2)nc(-c2ccnc(NC3CCOCC3)c2)n1-c1ccc2ccccc2c1,Homo sapiens,chembl
CHEMBL1644646,7.62,COC(=O)N1CCC(n2nc(-c3ccnc(NC4CCOCC4)c3)n(-c3ccc4ccccc4c3)c2=O)CC1,Homo sapiens,chembl
CHEMBL1681791,7.21,COC(=O)c1c(C)csc1NC(=O)Cc1cccc2cnccc12,Homo sapiens,chembl
CHEMBL1681992,6.16,COC(=O)c1c(C)csc1NC(=O)Cc1ccc(OC)cc1,Homo sapiens,chembl
CHEMBL1681993,5.04,CCc1csc(NC(=O)Cc2ccc(OC)cc2)c1C(=O)OC,Homo sapiens,chembl
CHEMBL1681994,5.02,CCOC(=O)c1c(C2CC2)csc1NC(=O)Cc1ccc(OC)cc1,Homo sapiens,chembl
CHEMBL1681995,4.41,CCOC(=O)c1c(C(F)(F)F)csc1NC(=O)Cc1ccc(OC)cc1,Homo sapiens,chembl
CHEMBL1681996,6.51,CCOC(=O)c1c(C#N)csc1NC(=O)Cc1ccc(OC)cc1,Homo sapiens,chembl
CHEMBL1681997,5.52,C#Cc1csc(NC(=O)Cc2ccc(OC)cc2)c1C(=O)OCC,Homo sapiens,chembl
CHEMBL1681998,6.58,COC(=O)c1c(C)csc1NC(=O)Cc1ccc(-c2ccncc2)cc1,Homo sapiens,chembl
CHEMBL1681999,6.3,COC(=O)c1c(C)csc1NC(=O)Cc1ccc(OCCCn2ccnc2)cc1,Homo sapiens,chembl
CHEMBL1682000,7.0,COC(=O)c1c(C)csc1NC(=O)Cc1ccc(OCCCN2CCCCC2)cc1,Homo sapiens,chembl
CHEMBL1682001,6.65,COC(=O)c1c(C)csc1NC(=O)Cc1ccc(OCCCN2CCCC2)cc1,Homo sapiens,chembl
CHEMBL1682002,5.99,COC(=O)c1c(C)csc1NC(=O)Cc1cccc2cc[nH]c12,Homo sapiens,chembl
CHEMBL1682003,6.79,COC(=O)c1c(C)csc1NC(=O)Cc1cccc2nccnc12,Homo sapiens,chembl
CHEMBL1682004,6.96,COC(=O)c1c(C)csc1NC(=O)Cc1cccc2ncccc12,Homo sapiens,chembl
CHEMBL1682005,6.9,COC(=O)c1c(C)csc1NC(=O)CN1C(=O)CCc2ccccc21,Homo sapiens,chembl
CHEMBL1682006,6.33,COc1ccc(CC(=O)Nc2scc(C)c2-c2nc(C)n[nH]2)cc1,Homo sapiens,chembl
CHEMBL1682007,6.49,Cc1n[nH]c(-c2c(C)csc2NC(=O)Cc2ccc(-c3ccncc3)cc2)n1,Homo sapiens,chembl
CHEMBL1682008,6.71,Cc1n[nH]c(-c2c(C)csc2NC(=O)Cc2ccc(OCCCN3CCCCC3)cc2)n1,Homo sapiens,chembl
CHEMBL1682009,6.23,Cc1n[nH]c(-c2c(C)csc2NC(=O)Cc2cccc3nccnc23)n1,Homo sapiens,chembl
CHEMBL1682010,7.1,Cc1n[nH]c(-c2c(C)csc2NC(=O)Cc2cccc3ncccc23)n1,Homo sapiens,chembl
CHEMBL1682011,6.84,Cc1csc(NC(=O)Cc2cccc3ncccc23)c1-c1ncn[nH]1,Homo sapiens,chembl
CHEMBL1682012,7.6,Cc1n[nH]c(-c2c(C)csc2NC(=O)CN2C(=O)CCc3ccccc32)n1,Homo sapiens,chembl
CHEMBL1682013,7.55,O=C(CN1C(=O)CCc2ccccc21)Nc1scc(Br)c1-c1ncn[nH]1,Homo sapiens,chembl
CHEMBL1682014,8.3,O=C(CN1C(=O)CCc2ccccc21)Nc1scc(Cl)c1-c1ncn[nH]1,Homo sapiens,chembl
CHEMBL1682015,8.22,N#Cc1csc(NC(=O)CN2C(=O)CCc3ccccc32)c1-c1ncn[nH]1,Homo sapiens,chembl
CHEMBL1682016,7.48,O=C(Cc1cccc2cnccc12)Nc1scc(Br)c1-c1ncn[nH]1,Homo sapiens,chembl
CHEMBL1682017,7.96,O=C(Cc1cccc2cnccc12)Nc1scc(Cl)c1-c1ncn[nH]1,Homo sapiens,chembl
CHEMBL1682018,8.15,N#Cc1csc(NC(=O)Cc2cccc3cnccc23)c1-c1ncn[nH]1,Homo sapiens,chembl
CHEMBL1682019,7.47,O=C(Cc1cccc2ncccc12)Nc1scc(Br)c1-c1ncn[nH]1,Homo sapiens,chembl
CHEMBL1682020,7.75,O=C(Cc1cccc2ncccc12)Nc1scc(Cl)c1-c1ncn[nH]1,Homo sapiens,chembl
CHEMBL1682021,7.92,N#Cc1csc(NC(=O)Cc2cccc3ncccc23)c1-c1ncn[nH]1,Homo sapiens,chembl
CHEMBL1721885,5.44,Cc1[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c(C)c1C(=O)NC[C@H](O)CN1CCOCC1,Homo sapiens,chembl
