,model,task,step,absolute_time,batch_idx,mol_id,valid,valid_score,smiles,unique,occurrences,Boltz_affinity_pred_value,Boltz_affinity_pred_value1,Boltz_affinity_pred_value2,Boltz_affinity_probability_binary,Boltz_affinity_probability_binary1,Boltz_affinity_probability_binary2,Boltz_batch_variant,Boltz_chain_ptm_0,Boltz_chain_ptm_1,Boltz_chain_ptm_2,Boltz_complex_ipde,Boltz_complex_iplddt,Boltz_complex_pde,Boltz_complex_plddt,Boltz_confidence_score,Boltz_iptm,Boltz_ligand_iptm,Boltz_pair_chain_iptm_0-0,Boltz_pair_chain_iptm_0-1,Boltz_pair_chain_iptm_0-2,Boltz_pair_chain_iptm_1-0,Boltz_pair_chain_iptm_1-1,Boltz_pair_chain_iptm_1-2,Boltz_pair_chain_iptm_2-0,Boltz_pair_chain_iptm_2-1,Boltz_pair_chain_iptm_2-2,Boltz_pair_chain_iptm_protein-ligand,Boltz_protein_iptm,Boltz_ptm,desc_QED,desc_SAscore,desc_CLogP,desc_MolWt,desc_HeavyAtomCount,desc_HeavyAtomMolWt,desc_NumHAcceptors,desc_NumHDonors,desc_NumHeteroatoms,desc_NumRotatableBonds,desc_NumAromaticRings,desc_NumAliphaticRings,desc_RingCount,desc_TPSA,desc_PenLogP,desc_FormalCharge,desc_MolecularFormula,desc_Bertz,desc_MaxConsecutiveRotatableBonds,desc_FlourineCount,norm_Boltz_affinity_pred_value,raw_Boltz_affinity_probability_binary,raw_desc_QED,amean,filter,Score,passes_diversity_filter,filtered_amean,Score (reshaped),score_time,diversity_filter,diversity_filter_params
476,JNK3_actives,JNK3_nATPc,1,22.054579973220825,476,NC(=O)c1ccccc1Nc1ccnc(Nc2ccc(N3CCOCC3)cc2F)c1,True,1,NC(=O)c1ccccc1Nc1ccnc(Nc2ccc(N3CCOCC3)cc2F)c1,True,0,0.4613589942455292,0.8064901828765869,0.11622780561447144,0.19934123754501343,0.13321153819561005,0.2654709219932556,1_476-0,0.9085566401481628,0.9002727270126343,0.9463965892791748,2.5445895195007324,0.6984672546386719,0.9686594605445862,0.7890532612800598,0.8140076994895935,0.9138254523277283,0.9138254523277283,0.9085566401481628,0.48474398255348206,0.745947003364563,0.8580027222633362,0.9002727270126343,0.7241548895835876,0.979878842830658,0.5770292282104492,0.9463965892791748,0.745947003364563,0.0,0.9090801477432251,0.5777791926338728,2.3249355711997293,3.6434000000000024,407.44900000000024,30,385.27300000000014,6,3,8,6,3,1,4,92.51,1.3184644288002731,0,C22H22FN5O2,1053.2028154595157,2,1,0.3870465332489124,0.19934123754501343,0.5777791926338728,0.3880556544759329,1.0,0.3880556544759329,True,0.3880556544759329,0.3880556544759329,10972.37086725235,ScaffoldSimilarityECFP,
477,JNK3_actives,JNK3_nATPc,1,22.054579973220825,477,NC(=O)c1ccccc1Nc1ccnc(Nc2ccc3c(c2)OCO3)c1,True,1,NC(=O)c1ccccc1Nc1ccnc(Nc2ccc3c(c2)OCO3)c1,True,0,0.3391314744949341,-0.0974285900592804,0.7756915092468262,0.3551294207572937,0.38373157382011414,0.3265272378921509,1_477-0,0.9006463885307312,0.9088925123214722,0.957918643951416,2.584292411804199,0.6722404360771179,1.035646677017212,0.7933772802352905,0.8189069032669067,0.9210253357887268,0.9210253357887268,0.9006463885307312,0.4899863004684448,0.7492213249206543,0.8765982389450073,0.9088925123214722,0.7537941932678223,0.9782953262329102,0.5967838764190674,0.957918643951416,0.7492213249206543,0.0,0.9026069045066833,0.6535845926795831,2.19702017772277,3.3964000000000008,348.36200000000014,26,332.2340000000001,6,3,7,5,3,1,4,98.50000000000001,1.1993798222772307,0,C19H16N4O3,974.5029867377474,2,0,0.41197311022659944,0.3551294207572937,0.6535845926795831,0.47356237455449207,1.0,0.47356237455449207,True,0.47356237455449207,0.47356237455449207,10972.37086725235,ScaffoldSimilarityECFP,
478,JNK3_actives,JNK3_nATPc,1,22.054579973220825,478,NC(=O)c1ccccc1Nc1ccnc(Nc2ccc3ccccc3c2)c1,True,1,NC(=O)c1ccccc1Nc1ccnc(Nc2ccc3ccccc3c2)c1,True,0,1.086968183517456,1.0924891233444214,1.0814472436904907,0.3776472806930542,0.3886317312717438,0.366662859916687,1_478-0,0.8791065812110901,0.8900631070137024,0.9277277588844299,3.016169548034668,0.6935240626335144,1.202366828918457,0.7782099843025208,0.8023315668106079,0.8988179564476013,0.8988179564476013,0.8791065812110901,0.45734354853630066,0.6882140636444092,0.8426347374916077,0.8900631070137024,0.7028089165687561,0.968707263469696,0.5757218599319458,0.9277277588844299,0.6882140636444092,0.0,0.8813051581382751,0.4798643346881047,2.0500463123735617,4.820900000000003,354.41300000000007,27,336.2690000000001,4,3,5,5,4,0,4,80.04,2.770853687626441,0,C22H18N4O,1123.7815600101383,2,0,0.259462371792023,0.3776472806930542,0.4798643346881047,0.37232466239106066,1.0,0.37232466239106066,True,0.37232466239106066,0.37232466239106066,10972.37086725235,ScaffoldSimilarityECFP,
479,JNK3_actives,JNK3_nATPc,1,22.054579973220825,479,COc1cc(Nc2cc(Nc3ccccc3C(N)=O)ccn2)cc(OC)c1OC,True,1,COc1cc(Nc2cc(Nc3ccccc3C(N)=O)ccn2)cc(OC)c1OC,True,0,1.2700533866882324,1.0974208116531372,1.4426860809326172,0.2098497748374939,0.21385352313518524,0.20584604144096375,1_479-0,0.9136263132095337,0.9148409962654114,0.9181055426597595,2.314910888671875,0.6791300773620605,0.931010901927948,0.7793521285057068,0.8088135719299316,0.926659345626831,0.926659345626831,0.9136263132095337,0.5215921401977539,0.6776581406593323,0.8908305764198303,0.9148409962654114,0.7231791615486145,0.9683747887611389,0.6214255690574646,0.9181055426597595,0.6776581406593323,0.0,0.9150985479354858,0.5346125640063434,2.2161517883129687,3.693500000000002,394.43100000000015,29,372.2550000000001,7,3,8,8,3,0,3,107.73,1.4773482116870333,0,C21H22N4O4,998.0629743042036,2,0,0.222124729503085,0.2098497748374939,0.5346125640063434,0.3221956894489741,1.0,0.3221956894489741,True,0.3221956894489741,0.3221956894489741,10972.37086725235,ScaffoldSimilarityECFP,
480,JNK3_actives,JNK3_nATPc,1,22.054579973220825,480,Cc1cc(Nc2cc(Nc3ccccc3C(N)=O)ccn2)ccc1N1CCOCC1,True,1,Cc1cc(Nc2cc(Nc3ccccc3C(N)=O)ccn2)ccc1N1CCOCC1,True,0,0.2527124285697937,-0.01987524703145027,0.5253000855445862,0.2420605719089508,0.16364771127700806,0.32047343254089355,1_480-0,0.8644378781318665,0.9081448912620544,0.916839599609375,2.7731640338897705,0.6652578711509705,1.1979848146438599,0.773173987865448,0.8026973009109497,0.920790433883667,0.920790433883667,0.8644378781318665,0.47936999797821045,0.6703406572341919,0.8740928173065186,0.9081448912620544,0.7081807255744934,0.9740520119667053,0.57942795753479,0.916839599609375,0.6703406572341919,0.0,0.8710105419158936,0.5795757619112417,2.2960750937461487,3.8127200000000014,403.4860000000002,30,378.2860000000002,6,3,7,6,3,1,4,92.51,1.5166449062538527,0,C23H25N5O2,1047.268386080225,2,0,0.4295970545313418,0.2420605719089508,0.5795757619112417,0.4170777961171781,1.0,0.4170777961171781,True,0.4170777961171781,0.4170777961171781,10972.37086725235,ScaffoldSimilarityECFP,
481,JNK3_actives,JNK3_nATPc,1,22.054579973220825,481,NC(=O)c1ccccc1Nc1nc(Nc2ccc(N3CCOCC3)cc2)ncc1Cl,True,1,NC(=O)c1ccccc1Nc1nc(Nc2ccc(N3CCOCC3)cc2)ncc1Cl,True,0,-1.0336191654205322,-1.6750439405441284,-0.39219439029693604,0.5153564214706421,0.6244961619377136,0.4062166213989258,1_481-0,0.9108332395553589,0.9000406265258789,0.9566576480865479,2.2667999267578125,0.7081810235977173,0.9230831265449524,0.8014519810676575,0.8257724642753601,0.9230542182922363,0.9230542182922363,0.9108332395553589,0.5028835535049438,0.7407556772232056,0.8730358481407166,0.9000406265258789,0.7236261963844299,0.9863076210021973,0.5845467448234558,0.9566576480865479,0.7407556772232056,0.0,0.9120136499404907,0.555193668815431,2.2674549345949533,3.5527000000000024,424.89200000000017,30,403.72400000000016,7,3,9,6,3,1,4,105.4,1.2852450654050491,0,C21H21ClN6O2,1037.921510661292,2,0,0.6919262219877124,0.5153564214706421,0.555193668815431,0.5874921040912618,1.0,0.5874921040912618,False,0.5757422620094366,0.5757422620094366,10972.37086725235,ScaffoldSimilarityECFP,
482,JNK3_actives,JNK3_nATPc,1,22.054579973220825,482,COc1ccc(Nc2ncc(Cl)c(Nc3ccccc3C(N)=O)n2)cc1,True,1,COc1ccc(Nc2ncc(Cl)c(Nc3ccccc3C(N)=O)n2)cc1,True,0,-0.5354795455932617,-1.1712208986282349,0.10026179254055023,0.5837283134460449,0.7242277264595032,0.44322896003723145,1_482-0,0.9360234141349792,0.8977575898170471,0.9605278968811035,1.7855370044708252,0.7393052577972412,0.7534548044204712,0.8079699873924255,0.8318061828613281,0.9271507263183594,0.9271507263183594,0.9360234141349792,0.5207829475402832,0.7902504205703735,0.8780980110168457,0.8977575898170471,0.7453891038894653,0.9888256788253784,0.5911267995834351,0.9605278968811035,0.7902504205703735,0.0,0.9345636367797852,0.6115541273044517,2.051694354328525,3.7247000000000012,369.8120000000001,26,353.68400000000014,6,3,8,6,3,0,3,102.16000000000001,1.6730056456714761,0,C18H16ClN5O2,931.11950802907,2,0,0.5903376795334689,0.5837283134460449,0.6115541273044517,0.5952067067613218,1.0,0.5952067067613218,False,0.5713984384908689,0.5713984384908689,10972.37086725235,ScaffoldSimilarityECFP,
483,JNK3_actives,JNK3_nATPc,1,22.054579973220825,483,COc1cc(N2CCOCC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2C(N)=O)n1,True,1,COc1cc(N2CCOCC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2C(N)=O)n1,True,0,-0.4518342614173889,-0.8425383567810059,-0.061130162328481674,0.4404029846191406,0.49405935406684875,0.3867466449737549,1_483-0,0.9197515845298767,0.8932427763938904,0.9674080610275269,2.2052865028381348,0.6643987894058228,0.8607403635978699,0.7669846415519714,0.795891284942627,0.9115177392959595,0.9115177392959595,0.9197515845298767,0.4620595872402191,0.7452241778373718,0.8400135040283203,0.8932427763938904,0.727012038230896,0.9871701002120972,0.5429018139839172,0.9674080610275269,0.7452241778373718,0.0,0.9182857871055603,0.4960863475336109,2.400504718984564,3.5613,454.9180000000002,32,431.7340000000002,8,3,10,7,3,1,4,114.63000000000001,1.160795281015436,0,C22H23ClN6O3,1120.5703343102625,2,0,0.5732794047759936,0.4404029846191406,0.4960863475336109,0.503256245642915,1.0,0.503256245642915,False,0.48312599581719845,0.48312599581719845,10972.37086725235,ScaffoldSimilarityECFP,
484,JNK3_actives,JNK3_nATPc,1,22.054579973220825,484,NC(=O)c1ccccc1Nc1nc(Nc2ccc(N3CCOCC3)cc2F)ncc1Cl,True,1,NC(=O)c1ccccc1Nc1nc(Nc2ccc(N3CCOCC3)cc2F)ncc1Cl,True,0,-2.487959861755371,-2.8643064498901367,-2.1116132736206055,0.89434814453125,0.961150586605072,0.827545702457428,1_484-0,0.937706708908081,0.8863354325294495,0.9550482034683228,2.058391571044922,0.6614857316017151,0.7725318670272827,0.7796329259872437,0.7967445850372314,0.8651911616325378,0.8651911616325378,0.937706708908081,0.41196927428245544,0.7571358680725098,0.7490189671516418,0.8863354325294495,0.5964828729629517,0.9839621186256409,0.48376357555389404,0.9550482034683228,0.7571358680725098,0.0,0.9267005920410156,0.5342059697853931,2.400937584328412,3.6918000000000024,442.8820000000002,31,422.7220000000001,7,3,10,6,3,1,4,105.4,1.2908624156715902,0,C21H20ClFN6O2,1106.9781082573072,2,1,0.9885184738222,0.89434814453125,0.5342059697853931,0.8056908627129478,1.0,0.8056908627129478,False,0.7573494109501708,0.7573494109501708,10972.37086725235,ScaffoldSimilarityECFP,
485,JNK3_actives,JNK3_nATPc,1,22.054579973220825,485,COc1cc(Nc2ncc(Cl)c(Nc3ccccc3C(N)=O)n2)ccc1N1CCOCC1,True,1,COc1cc(Nc2ncc(Cl)c(Nc3ccccc3C(N)=O)n2)ccc1N1CCOCC1,True,0,-2.0623488426208496,-2.354938507080078,-1.769759178161621,0.8656333684921265,0.9326396584510803,0.7986270785331726,1_485-0,0.871345579624176,0.8496060371398926,0.9523756504058838,3.792008638381958,0.6166025996208191,1.3400546312332153,0.7639729976654053,0.7567480206489563,0.7278481125831604,0.7278481125831604,0.871345579624176,0.16760626435279846,0.7007752656936646,0.47045406699180603,0.8496060371398926,0.38388773798942566,0.9809832572937012,0.20314376056194305,0.9523756504058838,0.7007752656936646,0.0,0.8512372374534607,0.4960863475336107,2.3869415082822236,3.561300000000001,454.91800000000035,32,431.73400000000026,8,3,10,7,3,1,4,114.63000000000001,1.1743584917177774,0,C22H23ClN6O3,1120.5703343102628,2,0,0.9017211154805094,0.8656333684921265,0.4960863475336107,0.7544802771687489,1.0,0.7544802771687489,False,0.694121854995249,0.694121854995249,10972.37086725235,ScaffoldSimilarityECFP,
486,JNK3_actives,JNK3_nATPc,1,22.054579973220825,486,Cc1cc(Nc2ncc(Cl)c(Nc3ccccc3C(N)=O)n2)ccc1N1CCOCC1,True,1,Cc1cc(Nc2ncc(Cl)c(Nc3ccccc3C(N)=O)n2)ccc1N1CCOCC1,True,0,-0.543124794960022,-1.346272349357605,0.26002275943756104,0.46434199810028076,0.693742036819458,0.23494194447994232,1_486-0,0.8852632641792297,0.8753159642219543,0.9524040818214417,2.722877025604248,0.6750854849815369,1.111137866973877,0.795577883720398,0.8153373003005981,0.8943748474121094,0.8943748474121094,0.8852632641792297,0.425885945558548,0.7620203495025635,0.8089155554771423,0.8753159642219543,0.7053706049919128,0.9855046272277832,0.5234360098838806,0.9524040818214417,0.7620203495025635,0.0,0.8857864737510681,0.5361548996770706,2.3710547839826894,3.8611200000000023,438.9190000000003,31,415.7350000000002,7,3,9,6,3,1,4,105.39999999999999,1.490065216017313,0,C22H23ClN6O2,1101.109278525641,2,0,0.5918968202019782,0.46434199810028076,0.5361548996770706,0.5307979059931098,1.0,0.5307979059931098,False,0.4777181153937989,0.4777181153937989,10972.37086725235,ScaffoldSimilarityECFP,
